Hip Center, Spine, Shoulder Center, Head, Shoulder Left, Elbow Left, Wrist Left, Hand Left, Hip Left, Knee Left, Ankle Right, Foot Left, Hip Right, Knee Right, Ankle Right, Foot Right   
"0.488199,0.343768,2.01503","0.478641,0.323035,2.03021","0.456807,0.352796,2.06707","0.330212,0.446377,2.26047","0.325964,0.213364,1.78466","0.220541,0.161363,1.80924","0.0865973,0.261196,1.88293","0.0309145,0.288844,1.9312","0.529988,0.284443,1.99825","0.47064,0.341285,2.09857","0.528523,0.333986,1.9504","0.547791,0.328644,1.90703","0.172932,0.253608,2.07959","0.232182,0.203888,2.3564","0.170155,0.158908,2.13863","0.149872,0.192516,2.08378","0.292559,0.240401,2.36433","0.152001,0.45145,2.63412","0.377379,0.403142,2.57299","0.332811,0.40965,2.50282",
"0.299877,0.270967,2.39092","0.319502,0.302848,2.32829","0.436954,0.322313,2.05611","0.313898,0.429231,2.24434","0.309698,0.188132,1.7754","0.211098,0.202645,1.87158","0.0544186,0.309383,1.9046","-0.00565085,0.335348,1.94215","0.508481,0.258764,1.98942","0.452796,0.316628,2.08771","0.484047,0.33444,1.93902","0.499892,0.344763,1.89796","0.168296,0.231191,2.39053","0.372374,0.137898,2.27022","0.299934,0.104027,2.06062","0.22071,0.133333,2.03498","0.33862,0.274354,2.47863","0.0981125,0.469536,2.69469","0.298398,0.369422,2.52928","0.257162,0.364332,2.43814",
"0.25668,0.242601,2.39622","0.282789,0.270438,2.33117","0.42357,0.280327,2.04199","0.30826,0.41292,2.23033","0.299274,0.1649,1.76708","0.212985,0.218514,1.89145","0.044302,0.320713,1.91188","-0.0188729,0.348793,1.94475","0.489286,0.216713,1.97469","0.434604,0.276547,2.07297","0.462129,0.332469,1.93084","0.477958,0.352182,1.88775","0.0940377,0.208065,2.42803","0.414118,0.172956,2.3284","0.350965,0.126868,2.08381","0.308949,0.104169,2.06548","0.305942,0.258115,2.49714","0.163646,0.484982,2.70696","0.351543,0.34082,2.47571","0.27785,0.361594,2.41573",
"0.204555,0.207722,2.34669","0.232503,0.245899,2.30064","0.415621,0.255151,2.03535","0.303326,0.395887,2.21072","0.290215,0.145585,1.761","0.211117,0.222255,1.90339","0.0353249,0.322294,1.91159","-0.0280553,0.353091,1.94093","0.477518,0.189135,1.96636","0.422601,0.25005,2.06518","0.451537,0.328193,1.92597","0.464364,0.353297,1.88042","0.0739266,0.186267,2.35979","0.427274,0.198721,2.36088","0.374549,0.134998,2.09029","0.353237,0.0862891,2.07892","0.291891,0.238252,2.40909","0.471515,0.264926,2.14852","0.634065,0.265647,2.30307","0.542589,0.287778,2.26965",
"0.163526,0.271943,2.48004","0.179837,0.280687,2.47418","0.230415,0.342291,2.40503","0.19656,0.492007,2.38486","0.118193,0.350513,2.42092","0.0712849,0.401049,2.48646","-0.00585863,0.404878,2.28211","-0.0418219,0.445926,2.28787","0.314929,0.240126,2.33142","0.365442,0.240969,2.1309","0.418763,0.286531,1.95685","0.438884,0.315474,1.82309","0.0231901,0.301052,2.46437","0.351972,0.208997,2.3507","0.335079,0.147696,2.09164","0.263843,0.134326,2.03066","0.287928,0.225326,2.55163","0.40056,0.239022,2.24237","0.587889,0.275566,2.41806","0.487357,0.29122,2.33638",
"0.176439,0.293272,2.5131","0.191357,0.316773,2.51325","0.198363,0.335735,2.43371","0.177924,0.504262,2.39743","0.103794,0.355284,2.44391","0.0517213,0.441738,2.57436","-0.0185778,0.422541,2.3587","-0.15457,0.421874,1.96078","0.283047,0.230299,2.36211","0.343127,0.234644,2.15388","0.402186,0.250598,1.96979","0.435987,0.266547,1.77824","0.0841239,0.330017,2.54872","0.348945,0.215648,2.34489","0.303479,0.154744,2.07809","0.256417,0.114729,2.01815","0.285694,0.224391,2.57863","0.434655,0.210034,2.21318","0.463578,0.238866,1.9573","0.422698,0.203034,1.88437",
"0.181301,0.299661,2.45421","0.198164,0.318246,2.46747","0.193916,0.364869,2.41792","0.168565,0.528857,2.39992","0.107671,0.379897,2.43099","0.0229058,0.393904,2.30437","-0.0697862,0.37954,2.12768","-0.173622,0.39174,1.92615","0.266581,0.244997,2.38192","0.332598,0.229491,2.16096","0.407422,0.210117,1.9592","0.451746,0.205909,1.74823","0.0804599,0.29533,2.45221","0.360546,0.240857,2.30884","0.308877,0.172238,2.06127","0.340534,0.175286,1.96905","0.289679,0.227189,2.50087","0.469471,0.201901,2.15715","0.53118,0.221623,1.88687","0.497048,0.186005,1.81041",
"0.197973,0.308927,2.39788","0.204999,0.322441,2.4176","0.192795,0.382884,2.38821","0.17123,0.542811,2.35366","0.102752,0.380181,2.40841","0.0918839,0.514908,2.42707","0.0836358,0.351596,2.27662","0.0534041,0.303826,2.19052","0.288632,0.303633,2.36697","0.331208,0.235009,2.1691","0.411425,0.192245,1.96741","0.48553,0.15388,1.74987","0.135004,0.280976,2.34152","0.413801,0.249566,2.26248","0.457797,0.127185,2.05607","0.494261,0.135625,1.96455","0.28597,0.232508,2.4732","0.488504,0.207923,2.14873","0.538121,0.243862,1.86366","0.532851,0.207181,1.82818",
"0.192682,0.330796,2.34814","0.196221,0.339768,2.3698","0.18661,0.402172,2.34073","0.165818,0.56951,2.32821","0.104861,0.38551,2.36605","0.108427,0.547099,2.40353","0.11116,0.347479,2.27853","0.0905325,0.283288,2.20599","0.300035,0.32,2.32871","0.378595,0.231566,2.17551","0.440329,0.168663,1.97448","0.500836,0.145628,1.88386","0.124273,0.298836,2.29072","0.48576,0.235115,2.18878","0.524559,0.0459127,2.0461","0.547648,0.088761,1.94861","0.281591,0.251436,2.38854","0.531633,0.191119,2.1283","0.538488,0.201086,1.8325","0.549536,0.137492,1.80053",
"0.203232,0.34209,2.2728","0.200911,0.352418,2.30147","0.182644,0.428791,2.2978","0.168136,0.592082,2.27205","0.09649,0.394042,2.33576","0.129952,0.583196,2.34315","0.139165,0.351285,2.25073","0.139349,0.267612,2.23283","0.302962,0.364108,2.3184","0.316793,0.205526,2.17764","0.249055,0.240861,2.19908","0.219245,0.262415,2.22941","0.134477,0.29179,2.21856","0.466866,0.252233,2.20984","0.577958,0.0706672,2.08118","0.585194,0.0851735,1.98606","0.277519,0.275371,2.29869","0.543267,0.128265,2.1602","0.601734,0.1485,1.92306","0.563149,0.102528,1.86053",
"0.204552,0.332473,2.19664","0.201599,0.345561,2.22318","0.184055,0.451356,2.24032","0.172518,0.609471,2.21783","0.0901533,0.40023,2.30331","0.14341,0.580861,2.26484","0.145914,0.343892,2.20985","0.154918,0.260929,2.22928","0.31715,0.387937,2.27055","0.283446,0.195257,2.16647","0.193678,0.252078,2.25451","0.167479,0.266772,2.30803","0.140742,0.271159,2.15205","0.534187,0.249025,2.19098","0.619852,0.0926872,2.0373","0.606094,0.0784364,1.95479","0.266993,0.27487,2.20538","0.560272,0.116128,2.19184","0.62824,0.120748,1.91623","0.577821,0.0823674,1.90264",
