HIP_CENTER,,,SPINE,,,SHOULDER_CENTER,,,HEAD,,,SHOULDER_LEFT,,,ELBOW_LEFT,,,WRIST_LEFT,,,HAND_LEFT,,,SHOULDER_RIGHT,,,ELBOW_RIGHT,,,WRIST_RIGHT,,,HAND_RIGHT,,,HIP_LEFT,,,KNEE_LEFT,,,ANKLE_LEFT,,,FOOT_LEFT,,,HIP_RIGHT,,,KNEE_RIGHT,,,ANKLE_RIGHT,,,FOOT_RIGHT,,,NECK CoM,,,TORSO_CoM,,,RIGHT_UPPER_ARM_CoM,,,RIGHT_LOWER_ARM_CoM,,,LEFT_UPPER_ARM_CoM,,,LEFT_LOWER_ARM_CoM,,,RIGHT_UPPER_LEG_CoM,,,RIGHT_LOWER_LEG_CoM,,,LEFT_UPPER_LEG_CoM,,,LEFT_LOWER_LEG_CoM,,,
x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,Neck,Torso,Right_Upper_Arm,Right_Lower_Arm,Left_Upper_Arm,Left_Lower_Arm,Right_Upper_Leg,Right_Lower_Leg,Left_Upper_Leg,Left_Lower_Leg,Energy Expended This Frame,Total Energy Expended,
-0.0349748,0.0692226,2.09681,-0.0250219,0.144214,2.13715,-0.0798042,0.530288,2.12222,-0.132091,0.689767,2.11877,-0.249172,0.369301,2.18897,-0.277476,0.115473,2.21812,-0.285851,-0.119512,2.24707,-0.308087,-0.200569,2.22868,0.0915351,0.395535,2.05815,0.231789,0.132388,2.01058,0.259672,-0.101082,1.94089,0.24633,-0.138632,1.92074,-0.104528,-0.0162176,2.11416,-0.110009,-0.456757,2.12207,-0.0848799,-0.794312,2.1148,-0.0857389,-0.873847,2.07978,0.0462945,-0.00350935,2.06553,0.13158,-0.460331,2.05923,0.13836,-0.823716,2.18388,0.103626,-0.868924,2.09582,-0.114423,0.65883,2.29013,-0.0532287,0.278023,1.95658,0.151962,0.248124,1.9123,0.206512,0.0131549,1.66041,-0.247525,0.227844,2.07134,-0.23671,-0.00169727,1.87627,0.0757462,-0.197522,1.75649,0.111755,-0.531596,1.75665,-0.0913582,-0.201412,1.80395,-0.0806839,-0.517943,1.75406,4.03796e-007,1.87721e-006,7.82484e-008,9.45064e-009,1.6336e-007,1.11815e-007,1.38243e-006,1.01921e-006,1.17942e-007,8.01713e-009,5.17148e-006,0.000251039,
-0.0425968,0.0710911,2.08642,-0.0335543,0.145357,2.12874,-0.0913045,0.530196,2.1177,-0.143035,0.690613,2.11394,-0.260616,0.369057,2.18071,-0.290351,0.113633,2.21007,-0.30111,-0.122629,2.23378,-0.325333,-0.220701,2.21434,0.0804492,0.397045,2.05224,0.225005,0.133464,2.00717,0.257788,-0.0998289,1.93911,0.245034,-0.134919,1.91821,-0.1112,-0.0155415,2.10164,-0.108411,-0.457566,2.12118,-0.0815079,-0.794861,2.11823,-0.0798152,-0.877889,2.08742,0.0398915,-0.000300845,2.0544,0.134338,-0.447911,2.024,0.141348,-0.811254,2.15958,0.107369,-0.856211,2.07067,-0.126543,0.659237,2.28509,-0.0620967,0.278847,1.94966,0.143564,0.249339,1.90792,0.20287,0.0141334,1.65823,-0.258954,0.226864,2.06367,-0.248532,-0.00377986,1.86731,0.0741939,-0.190867,1.73675,0.114134,-0.521294,1.732,-0.093519,-0.201468,1.79825,-0.0786264,-0.518504,1.75512,5.06231e-007,1.8139e-006,6.52008e-008,8.26952e-009,2.85618e-007,1.99215e-007,8.09168e-007,5.28369e-007,8.25775e-008,7.1057e-009,4.30566e-006,0.000255345,
-0.0484902,0.072339,2.07788,-0.0408717,0.14605,2.12156,-0.104326,0.528632,2.11163,-0.154272,0.689699,2.10789,-0.275123,0.367022,2.16851,-0.30474,0.109223,2.19716,-0.318801,-0.128638,2.2131,-0.339499,-0.234139,2.19634,0.070544,0.397685,2.04669,0.218653,0.13397,2.00387,0.256077,-0.0987823,1.93725,0.244032,-0.13194,1.91605,-0.115977,-0.01534,2.09187,-0.105997,-0.459277,2.1193,-0.0790723,-0.795392,2.12094,-0.0766835,-0.880257,2.0918,0.0352984,0.00187136,2.04588,0.134808,-0.44148,1.99622,0.14325,-0.80292,2.14319,0.160817,-0.862747,2.08838,-0.139643,0.657899,2.27854,-0.0708684,0.2787,1.94289,0.135923,0.249878,1.90376,0.199481,0.014786,1.65606,-0.272535,0.223836,2.05187,-0.262012,-0.00815799,1.85319,0.0724381,-0.187203,1.72129,0.115116,-0.515182,1.71372,-0.0945251,-0.202111,1.79328,-0.0766185,-0.519433,1.75546,2.66779e-007,1.07972e-006,6.39275e-008,1.16212e-008,2.13331e-007,2.61846e-007,8.51951e-007,6.86835e-007,1.13931e-007,6.52861e-009,3.55647e-006,0.000258901,
-0.0533756,0.0733204,2.06903,-0.0467328,0.146326,2.11459,-0.111854,0.527537,2.10685,-0.16323,0.689133,2.10188,-0.286584,0.364055,2.15578,-0.315153,0.104033,2.1858,-0.339682,-0.13735,2.18198,-0.355508,-0.218298,2.16692,0.0624291,0.398103,2.04172,0.211041,0.133834,1.99935,0.254443,-0.0979075,1.93497,0.246039,-0.143009,1.9088,-0.120129,-0.0154238,2.08098,-0.103531,-0.461439,2.11639,-0.0771757,-0.7959,2.12302,-0.0745879,-0.881868,2.09479,0.0313881,0.00374302,2.03749,0.131209,-0.434843,1.96781,0.144245,-0.792845,2.12119,0.191184,-0.856872,2.0797,-0.148545,0.657002,2.27271,-0.076625,0.278648,1.93656,0.128531,0.25001,1.8993,0.195596,0.0150963,1.6532,-0.282816,0.220001,2.04054,-0.275162,-0.0139996,1.83534,0.0692402,-0.18358,1.70562,0.114038,-0.508263,1.69285,-0.0952432,-0.203067,1.78741,-0.0748124,-0.520539,1.75511,3.40302e-007,1.39248e-006,5.60425e-008,9.97154e-009,3.19162e-007,2.10761e-007,9.96994e-007,1.55794e-006,1.26923e-007,6.98563e-009,5.01755e-006,0.000263919,
-0.0579045,0.0742192,2.06054,-0.0524439,0.146639,2.10755,-0.121372,0.525931,2.09982,-0.17131,0.687605,2.09552,-0.295107,0.361922,2.14464,-0.328455,0.101834,2.16246,-0.350947,-0.138664,2.16312,-0.366461,-0.20081,2.13563,0.0549285,0.398291,2.03608,0.204489,0.133246,1.99509,0.252846,-0.0973193,1.93238,0.247809,-0.150865,1.90316,-0.123806,-0.0155857,2.07107,-0.101551,-0.463851,2.11176,-0.0758653,-0.796265,2.12445,-0.0736955,-0.882527,2.09614,0.0279926,0.00558234,2.02984,0.123485,-0.425233,1.93699,0.142487,-0.777914,2.07638,0.205695,-0.851158,2.06006,-0.158048,0.655309,2.26549,-0.0831394,0.27832,1.92937,0.121926,0.249822,1.89465,0.192172,0.0150963,1.65032,-0.293074,0.217965,2.02434,-0.285485,-0.015476,1.81761,0.0645053,-0.178704,1.68923,0.110112,-0.498103,1.66154,-0.095966,-0.204163,1.78122,-0.0734504,-0.521688,1.75379,3.72254e-007,1.65269e-006,6.28706e-008,1.25648e-008,2.89803e-007,1.79336e-007,5.18926e-007,1.56233e-006,1.86378e-007,8.57813e-009,4.84573e-006,0.000268764,
-0.0625098,0.074496,2.05037,-0.0585017,0.146395,2.09883,-0.129494,0.524659,2.09109,-0.178876,0.686253,2.08716,-0.301776,0.363436,2.12734,-0.33726,0.0985984,2.14389,-0.360615,-0.14121,2.14088,-0.376419,-0.213995,2.11165,0.0473241,0.398017,2.02885,0.198398,0.132052,1.9904,0.250743,-0.0972429,1.92843,0.248793,-0.15695,1.89763,-0.127526,-0.0158097,2.05944,-0.100203,-0.46557,2.10564,-0.0749784,-0.796504,2.12542,-0.0736599,-0.882284,2.09587,0.0244525,0.00710655,2.02144,0.118504,-0.419558,1.91748,0.14202,-0.759406,2.01963,0.20528,-0.843816,2.0259,-0.16652,0.653893,2.25625,-0.0890417,0.277858,1.9206,0.11549,0.249132,1.88905,0.188729,0.0146267,1.6467,-0.300347,0.217156,2.00748,-0.293247,-0.0179052,1.80046,0.0608766,-0.175638,1.67735,0.107857,-0.488091,1.62996,-0.0969764,-0.204991,1.77366,-0.0725253,-0.522499,1.75166,3.77604e-007,1.65558e-006,6.14019e-008,1.32801e-008,2.28965e-007,1.51527e-007,8.67249e-007,2.30045e-006,2.92386e-007,1.69636e-008,5.96541e-006,0.00027473,
-0.066841,0.0753286,2.03922,-0.0639473,0.146595,2.08921,-0.135422,0.523847,2.08183,-0.184965,0.68503,2.0763,-0.305984,0.365891,2.11189,-0.343664,0.0961562,2.12624,-0.36892,-0.142888,2.11993,-0.384739,-0.223779,2.0874,0.0407143,0.397919,2.02105,0.192807,0.130728,1.98505,0.248682,-0.0974939,1.9243,0.249522,-0.161164,1.89308,-0.13134,-0.0149689,2.04611,-0.0999534,-0.465894,2.0967,-0.074381,-0.796647,2.12606,-0.0743415,-0.881459,2.09458,0.0207023,0.0092709,2.01203,0.109996,-0.408868,1.89233,0.140598,-0.736714,1.95392,0.191543,-0.825741,1.95914,-0.173009,0.652794,2.24539,-0.0937996,0.277868,1.91114,0.109755,0.248464,1.88287,0.185514,0.0139648,1.64271,-0.305335,0.217162,1.99192,-0.299428,-0.0196368,1.78424,0.0556567,-0.170164,1.66263,0.103746,-0.474271,1.59235,-0.0984942,-0.204771,1.76417,-0.0721744,-0.522692,1.74822,5.12153e-007,2.47449e-006,6.12023e-008,2.0403e-008,2.28381e-007,2.79093e-007,6.88477e-007,2.33372e-006,3.16157e-007,2.15321e-008,6.93561e-006,0.000281665,
-0.0709381,0.0771613,2.02661,-0.0690712,0.147811,2.07756,-0.139947,0.523418,2.06793,-0.188961,0.68448,2.06418,-0.309062,0.367475,2.0972,-0.348464,0.0966212,2.10718,-0.379449,-0.140322,2.08486,-0.390293,-0.229083,2.07004,0.0357314,0.397831,2.01287,0.187875,0.129171,1.97834,0.246318,-0.0982207,1.91784,0.250225,-0.164424,1.88569,-0.134794,-0.0133535,2.03289,-0.100189,-0.465175,2.08687,-0.0739651,-0.796736,2.1265,-0.0754316,-0.88025,2.09252,0.0167115,0.0121719,2.00086,0.10418,-0.399607,1.87261,0.137713,-0.708224,1.88361,0.138721,-0.771347,1.83117,-0.17761,0.652264,2.23134,-0.0977979,0.278518,1.89884,0.105095,0.247691,1.87586,0.182448,0.0130052,1.63717,-0.309037,0.218125,1.97606,-0.305869,-0.0183632,1.7615,0.0514803,-0.164985,1.64948,0.100143,-0.458642,1.55508,-0.100065,-0.203776,1.75436,-0.0720998,-0.522431,1.74434,6.7644e-007,2.94393e-006,9.40071e-008,3.63253e-008,2.51353e-007,2.09053e-007,4.57036e-007,1.03359e-006,2.96247e-007,1.71495e-008,6.01513e-006,0.00028768,
-0.0749051,0.0782522,2.01322,-0.0740049,0.14869,2.06449,-0.144568,0.523923,2.05215,-0.190857,0.684936,2.04918,-0.311393,0.368289,2.08146,-0.352563,0.100086,2.08734,-0.385654,-0.135796,2.05773,-0.396322,-0.225976,2.02701,0.0317959,0.398235,2.00132,0.183861,0.127198,1.96914,0.244244,-0.0995749,1.90793,0.251365,-0.167037,1.8757,-0.138397,-0.0124522,2.01916,-0.100559,-0.464515,2.0783,-0.0737039,-0.796795,2.12669,-0.0761131,-0.879615,2.09126,0.0129274,0.0139537,1.98874,0.100053,-0.393504,1.85883,0.135566,-0.724514,1.83327,0.111648,-0.781133,1.74008,-0.18113,0.652784,2.21472,-0.101781,0.279259,1.88532,0.101359,0.246954,1.86612,0.179889,0.0116072,1.62915,-0.312059,0.220136,1.95934,-0.310199,-0.0150052,1.74176,0.0481114,-0.161628,1.63845,0.097546,-0.46286,1.52853,-0.101757,-0.203112,1.74486,-0.072145,-0.522182,1.74087,7.88592e-007,3.02234e-006,1.91955e-007,7.62369e-008,2.53171e-007,1.12227e-007,4.09338e-007,9.57991e-007,3.32197e-007,1.50835e-008,6.15913e-006,0.00029384,
-0.0771672,0.0786533,1.99849,-0.0766168,0.149047,2.04995,-0.146358,0.524415,2.03631,-0.190441,0.685376,2.03107,-0.311608,0.369621,2.06482,-0.355419,0.105109,2.06812,-0.388775,-0.132351,2.04276,-0.399212,-0.223637,2.00846,0.0298521,0.397517,1.98266,0.180153,0.125459,1.95658,0.242687,-0.100363,1.89164,0.252796,-0.168025,1.86044,-0.140176,-0.0117791,2.00303,-0.101104,-0.464141,2.07051,-0.0735857,-0.796824,2.12662,-0.0770506,-0.878949,2.08982,0.0102468,0.0147388,1.97584,0.096152,-0.388626,1.84649,0.133068,-0.741536,1.78434,0.0954375,-0.789449,1.67327,-0.181871,0.653287,2.19638,-0.10366,0.279673,1.87114,0.0987024,0.245799,1.85144,0.177677,0.0105453,1.61702,-0.313503,0.223123,1.94248,-0.31271,-0.011447,1.72739,0.0453088,-0.159216,1.6277,0.0948969,-0.467887,1.50316,-0.102746,-0.202666,1.73468,-0.0723215,-0.522039,1.73761,1.19204e-006,4.41488e-006,2.15759e-007,9.77099e-008,2.18196e-007,2.16163e-007,3.45087e-007,4.77124e-007,3.18408e-007,1.63266e-008,7.5117e-006,0.000301351,
-0.078269,0.0780453,1.98295,-0.0779859,0.148625,2.03333,-0.146708,0.523391,2.01463,-0.186698,0.685049,2.01112,-0.311308,0.370327,2.05019,-0.356428,0.109912,2.04928,-0.391302,-0.125541,2.01353,-0.403686,-0.214973,1.97044,0.0301948,0.39676,1.96702,0.178064,0.124901,1.93854,0.241284,-0.100921,1.87654,0.244702,-0.140136,1.8385,-0.141264,-0.0122929,1.98722,-0.102038,-0.463981,2.06287,-0.0736853,-0.796745,2.12613,-0.0781494,-0.878323,2.0884,0.00901338,0.0141009,1.96193,0.0926786,-0.384821,1.83655,0.13302,-0.752586,1.7507,0.0897121,-0.794182,1.6354,-0.180039,0.652558,2.1739,-0.104333,0.278916,1.85388,0.0978818,0.245181,1.83562,0.17621,0.0100763,1.6031,-0.313836,0.225712,1.92675,-0.314196,-0.00656703,1.70719,0.0433045,-0.157867,1.61755,0.0934392,-0.470887,1.48512,-0.103608,-0.202816,1.72469,-0.0727495,-0.521941,1.73425,1.08287e-006,4.68799e-006,3.35641e-007,2.39513e-007,2.3784e-007,1.40182e-007,4.55289e-007,2.91036e-007,3.65713e-007,1.77959e-008,7.85387e-006,0.000309205,
-0.078802,0.0767876,1.96489,-0.078063,0.147455,2.01455,-0.143402,0.521977,1.99446,-0.181747,0.684186,1.99239,-0.309198,0.369311,2.03065,-0.355458,0.114107,2.03367,-0.394115,-0.119582,1.99056,-0.406115,-0.211958,1.95462,0.0336269,0.394734,1.9452,0.176899,0.126087,1.91836,0.237053,-0.098459,1.84494,0.23766,-0.125457,1.81442,-0.143116,-0.0135785,1.96975,-0.103009,-0.464013,2.05531,-0.073869,-0.796609,2.12521,-0.0793535,-0.877842,2.08719,0.00860319,0.0122839,1.9432,0.0893427,-0.381358,1.82743,0.133545,-0.758604,1.72542,0.088176,-0.798411,1.60824,-0.17558,0.651328,2.1529,-0.103047,0.277677,1.83615,0.0989472,0.244786,1.81587,0.173943,0.0116093,1.58134,-0.312388,0.227206,1.91023,-0.31497,-0.00230064,1.69098,0.0417093,-0.157167,1.60569,0.0922753,-0.471944,1.47088,-0.10481,-0.203378,1.71403,-0.0732276,-0.521897,1.73074,2.6368e-006,7.33643e-006,5.6823e-007,2.2351e-007,1.66248e-007,7.72136e-008,5.77808e-007,2.35896e-007,4.0225e-007,2.37209e-008,1.22481e-005,0.000321453,
-0.0788364,0.0749743,1.9445,-0.0763639,0.145755,1.99227,-0.133503,0.519181,1.96803,-0.168703,0.681242,1.96133,-0.307154,0.368273,2.01516,-0.353878,0.116794,2.01981,-0.395607,-0.116472,1.97536,-0.408106,-0.206781,1.9343,0.0402338,0.390206,1.91949,0.178125,0.123939,1.89028,0.236169,-0.100934,1.82281,0.233994,-0.119938,1.79152,-0.145763,-0.015614,1.95165,-0.103715,-0.46501,2.04734,-0.0743904,-0.796264,2.1234,-0.0805304,-0.87753,2.08622,0.00897242,0.00896715,1.92035,0.0860385,-0.378654,1.81871,0.1342,-0.76155,1.70309,0.0892099,-0.802925,1.58652,-0.163191,0.648229,2.12186,-0.0984724,0.27554,1.81444,0.102629,0.241648,1.79059,0.174086,0.00966674,1.56024,-0.310685,0.227981,1.89644,-0.314934,0.000135241,1.67877,0.0404594,-0.157427,1.59224,0.0911789,-0.472044,1.45803,-0.106238,-0.204669,1.70293,-0.0737356,-0.522168,1.72669,1.86387e-006,7.81256e-006,7.77295e-007,4.52131e-007,3.55523e-007,1.27281e-007,8.05201e-007,1.79548e-007,5.11953e-007,3.82534e-008,1.29236e-005,0.000334377,
-0.0771219,0.0729227,1.92073,-0.0728111,0.143636,1.96738,-0.122453,0.51671,1.94408,-0.157816,0.67941,1.93805,-0.302056,0.367326,1.99164,-0.348818,0.117656,2.00123,-0.39741,-0.114311,1.95616,-0.410296,-0.204687,1.91856,0.0496828,0.384045,1.89195,0.18043,0.116414,1.85638,0.235215,-0.109565,1.78686,0.229924,-0.122873,1.75881,-0.147512,-0.0178365,1.93197,-0.1046,-0.465916,2.03745,-0.0750004,-0.795865,2.12085,-0.0815848,-0.877377,2.08542,0.0113705,0.00451643,1.89257,0.0824668,-0.377376,1.8092,0.135304,-0.762931,1.68553,0.0930266,-0.807863,1.56983,-0.151345,0.645905,2.09635,-0.0925528,0.273442,1.79231,0.108153,0.235216,1.76171,0.174654,0.0028781,1.53089,-0.305911,0.227942,1.87665,-0.313565,0.0014053,1.66289,0.0399597,-0.158779,1.57636,0.0901569,-0.472087,1.44682,-0.107359,-0.206001,1.69033,-0.0743545,-0.522377,1.72153,2.19954e-006,7.60317e-006,6.91875e-007,3.94858e-007,5.06755e-007,1.42915e-007,8.32366e-007,2.8695e-007,7.3171e-007,4.46021e-008,1.34347e-005,0.000347812,
-0.0735587,0.0704632,1.89607,-0.0675908,0.141257,1.94219,-0.112684,0.514883,1.92186,-0.141372,0.678289,1.91001,-0.294794,0.367414,1.96864,-0.339576,0.119098,1.97525,-0.397808,-0.112329,1.94295,-0.411055,-0.202119,1.905,0.0597162,0.379118,1.86458,0.183167,0.110739,1.82565,0.233218,-0.116248,1.75173,0.225143,-0.135009,1.71953,-0.146597,-0.0199608,1.9072,-0.105395,-0.467796,2.02675,-0.0755861,-0.795565,2.11816,-0.0824829,-0.877315,2.0846,0.0146287,0.000420843,1.86915,0.078324,-0.378864,1.79498,0.136376,-0.763218,1.66556,0.0972704,-0.812184,1.55383,-0.13719,0.644313,2.06921,-0.0863701,0.271454,1.77056,0.114155,0.230233,1.73441,0.174965,-0.00231455,1.50322,-0.298154,0.228661,1.85363,-0.309849,0.0028444,1.64643,0.039583,-0.161156,1.56033,0.0888857,-0.472822,1.43267,-0.107308,-0.207706,1.67523,-0.0749263,-0.523031,1.71599,4.80676e-006,1.55254e-005,9.92406e-007,5.41772e-007,3.08008e-007,1.09465e-007,1.57496e-006,5.57549e-007,1.0181e-006,1.06609e-007,2.55411e-005,0.000373353,
-0.067749,0.0686359,1.86775,-0.058292,0.139635,1.91078,-0.0918987,0.512255,1.88566,-0.121425,0.675964,1.87299,-0.288759,0.368715,1.95234,-0.330926,0.120378,1.9541,-0.395705,-0.11066,1.93063,-0.410423,-0.199754,1.8928,0.0715819,0.373829,1.83277,0.189261,0.10261,1.78866,0.230101,-0.125699,1.71228,0.225434,-0.171322,1.67896,-0.144099,-0.0210885,1.88179,-0.106654,-0.470667,2.01027,-0.0762929,-0.795439,2.11396,-0.0829741,-0.877442,2.08403,0.0196927,-0.00404104,1.83994,0.0725488,-0.384128,1.77275,0.136259,-0.763044,1.64053,0.100626,-0.816268,1.5355,-0.115195,0.641638,2.02968,-0.0740366,0.269388,1.74065,0.122596,0.223926,1.70207,0.176216,-0.00970214,1.4711,-0.291252,0.229874,1.83603,-0.30533,0.00408352,1.63236,0.0392801,-0.165298,1.53843,0.0864464,-0.474929,1.4131,-0.106781,-0.209409,1.65739,-0.0757402,-0.524168,1.70743,2.42989e-006,1.13751e-005,9.43828e-007,3.70974e-007,7.67178e-007,1.32098e-007,3.22371e-006,1.10427e-006,1.36634e-006,1.82398e-007,2.18958e-005,0.000395248,
-0.0600123,0.064621,1.83678,-0.0490338,0.135805,1.88036,-0.0785205,0.510317,1.86095,-0.105425,0.674398,1.84589,-0.268063,0.372708,1.9157,-0.322327,0.120489,1.93441,-0.390175,-0.10997,1.91423,-0.396594,-0.168434,1.87456,0.0838417,0.369789,1.79985,0.195436,0.0966247,1.75421,0.228113,-0.132689,1.68323,0.220591,-0.177823,1.6522,-0.138044,-0.0235792,1.8515,-0.107216,-0.474038,1.99246,-0.0779119,-0.79428,2.10455,-0.063233,-0.875283,2.08273,0.0253091,-0.00931944,1.80953,0.0689743,-0.391081,1.72928,0.132819,-0.765484,1.6176,0.101102,-0.82216,1.51847,-0.0993306,0.639746,2.00169,-0.0642446,0.266627,1.71482,0.13126,0.219215,1.67041,0.177975,-0.0151541,1.44441,-0.277483,0.231803,1.80955,-0.299393,0.00442012,1.6172,0.0401496,-0.170507,1.50697,0.0835424,-0.478818,1.38561,-0.104442,-0.211905,1.63691,-0.0766431,-0.525084,1.69616,5.68677e-006,1.91366e-005,1.31215e-006,5.16368e-007,6.36273e-007,1.5404e-007,3.54814e-006,9.9098e-007,1.55422e-006,3.003e-007,3.38358e-005,0.000429084,
-0.0508065,0.0608346,1.80618,-0.0367543,0.132221,1.84653,-0.0550922,0.506538,1.82152,-0.0810124,0.671754,1.80785,-0.249649,0.376666,1.88725,-0.312381,0.120497,1.91249,-0.382801,-0.109439,1.89806,-0.387876,-0.154174,1.86312,0.100525,0.36373,1.76082,0.203494,0.0908342,1.71469,0.226338,-0.140117,1.64753,0.215837,-0.18346,1.61815,-0.130428,-0.0253048,1.82375,-0.108175,-0.476481,1.96879,-0.0782855,-0.79368,2.09314,-0.0474282,-0.873443,2.08437,0.0319162,-0.0145555,1.77756,0.0659101,-0.397709,1.68365,0.128843,-0.769186,1.60061,0.0993379,-0.828547,1.50575,-0.0734965,0.636278,1.95986,-0.0491105,0.263119,1.68234,0.142889,0.213645,1.63349,0.180616,-0.0207086,1.4128,-0.264154,0.233667,1.78588,-0.292115,0.00464652,1.60119,0.0416584,-0.175559,1.47392,0.0806277,-0.483095,1.35968,-0.101607,-0.21368,1.61501,-0.0771947,-0.525846,1.68164,2.67947e-006,1.56509e-005,1.12789e-006,5.30398e-007,1.15125e-006,1.62831e-007,4.11058e-006,9.65615e-007,2.4521e-006,5.60708e-007,2.93918e-005,0.000458476,
-0.0380151,0.0557582,1.76975,-0.0236215,0.1273,1.81159,-0.0395991,0.504052,1.79414,-0.0647294,0.670017,1.78139,-0.221331,0.377733,1.84598,-0.299954,0.12564,1.88762,-0.373649,-0.105212,1.88689,-0.37791,-0.141379,1.85155,0.114184,0.359774,1.72843,0.212909,0.0806409,1.67484,0.22377,-0.151835,1.61318,0.212638,-0.187242,1.59069,-0.117319,-0.0272207,1.78812,-0.108846,-0.47472,1.94028,-0.0784245,-0.789653,2.07396,-0.0400115,-0.870679,2.08412,0.0414251,-0.0202274,1.7397,0.0675818,-0.404016,1.63852,0.120749,-0.775136,1.58423,0.0931189,-0.836755,1.49273,-0.0563374,0.633997,1.93079,-0.0359936,0.259612,1.65275,0.153734,0.206995,1.59954,0.183492,-0.0299157,1.38163,-0.245004,0.236585,1.75479,-0.283048,0.00858368,1.58605,0.0464195,-0.18066,1.43858,0.0779691,-0.488169,1.33422,-0.0963099,-0.213747,1.5877,-0.0775299,-0.523451,1.6619,5.52635e-006,1.92806e-005,1.06869e-006,4.33955e-007,7.35708e-007,2.98618e-007,1.65331e-006,9.56819e-007,2.84523e-006,1.29043e-006,3.40897e-005,0.000492566,
-0.0267638,0.0544843,1.74043,-0.00944398,0.126312,1.77897,-0.0138017,0.50368,1.75493,-0.042846,0.669844,1.7443,-0.20619,0.379768,1.82364,-0.282635,0.136593,1.85838,-0.355152,-0.0943228,1.87568,-0.356995,-0.110995,1.84226,0.130845,0.357379,1.69124,0.220279,0.0726708,1.64165,0.223698,-0.161333,1.57872,0.211171,-0.187645,1.55825,-0.105834,-0.0261884,1.75774,-0.111741,-0.463578,1.90189,-0.082111,-0.780074,2.04279,-0.0297837,-0.856773,2.06912,0.0493675,-0.0222015,1.71208,0.0696753,-0.406503,1.61363,0.10502,-0.780412,1.54836,0.0753281,-0.844874,1.45811,-0.0305898,0.633703,1.88958,-0.0188122,0.258849,1.62097,0.165028,0.202124,1.56646,0.186559,-0.037256,1.3532,-0.229748,0.24269,1.73055,-0.267998,0.0177618,1.56905,0.0506932,-0.182559,1.41622,0.0723239,-0.491383,1.30906,-0.0926523,-0.208562,1.55841,-0.0802549,-0.514872,1.6331,4.67055e-006,1.20222e-005,9.18136e-007,4.36895e-007,8.42873e-007,1.12715e-007,1.74786e-006,4.13059e-007,1.64801e-006,7.95136e-007,2.36074e-005,0.000516173,
-0.0175402,0.0544443,1.71553,0.00113575,0.126422,1.75183,0.00474119,0.503794,1.72492,-0.0129445,0.670606,1.70726,-0.180846,0.38677,1.78439,-0.273133,0.142243,1.8422,-0.341371,-0.0873647,1.86776,-0.348161,-0.100978,1.8375,0.143869,0.357547,1.65916,0.227876,0.0663084,1.60754,0.226192,-0.168513,1.54439,0.211507,-0.187055,1.52967,-0.0972096,-0.024183,1.73401,-0.114317,-0.45261,1.87399,-0.0865742,-0.771805,2.01727,-0.0229194,-0.839507,2.02778,0.0558153,-0.0224515,1.68857,0.0786257,-0.405506,1.58418,0.0940105,-0.783373,1.53668,0.0622443,-0.848786,1.44844,-0.00442979,0.634176,1.85337,-0.00593554,0.258883,1.59551,0.17472,0.199212,1.53535,0.1908,-0.0429463,1.32444,-0.21337,0.248636,1.7045,-0.258214,0.02306,1.55893,0.0572503,-0.182241,1.39367,0.0714714,-0.492196,1.29203,-0.0900764,-0.203038,1.53643,-0.0831689,-0.506908,1.61098,3.99819e-006,1.37926e-005,7.20822e-007,3.12397e-007,5.61541e-007,1.23685e-007,1.09929e-006,1.6879e-007,1.18262e-006,8.14638e-007,2.27745e-005,0.000538948,
-0.00873646,0.055207,1.69236,0.0114411,0.127734,1.72467,0.0253782,0.504821,1.68915,0.00915551,0.673404,1.67965,-0.163413,0.3913,1.75548,-0.262643,0.147642,1.82546,-0.326068,-0.0805254,1.86018,-0.338983,-0.0946627,1.83277,0.155958,0.359613,1.62858,0.234678,0.0651335,1.57942,0.228752,-0.169597,1.51369,0.212119,-0.184202,1.5028,-0.0891591,-0.0214313,1.71261,-0.117127,-0.442784,1.85212,-0.0919906,-0.759714,1.98618,-0.0241744,-0.824762,1.99973,0.0621529,-0.0216534,1.66666,0.0868567,-0.404661,1.56488,0.0865894,-0.785183,1.52965,0.0510619,-0.85085,1.44438,0.0186482,0.636241,1.81915,0.0077176,0.259713,1.56817,0.183599,0.199631,1.50776,0.194733,-0.0438956,1.29973,-0.200247,0.253303,1.68304,-0.247376,0.0282023,1.5487,0.0634542,-0.181542,1.37612,0.0718067,-0.492595,1.28113,-0.0878448,-0.197681,1.51801,-0.0865746,-0.497834,1.58906,1.77451e-006,7.87203e-006,6.56855e-007,3.20011e-007,7.32312e-007,9.44403e-008,6.31894e-007,7.00424e-008,2.15213e-006,1.81014e-006,1.61144e-005,0.000555062,
