HIP_CENTER,,,SPINE,,,SHOULDER_CENTER,,,HEAD,,,SHOULDER_LEFT,,,ELBOW_LEFT,,,WRIST_LEFT,,,HAND_LEFT,,,SHOULDER_RIGHT,,,ELBOW_RIGHT,,,WRIST_RIGHT,,,HAND_RIGHT,,,HIP_LEFT,,,KNEE_LEFT,,,ANKLE_LEFT,,,FOOT_LEFT,,,HIP_RIGHT,,,KNEE_RIGHT,,,ANKLE_RIGHT,,,FOOT_RIGHT,,,NECK CoM,,,TORSO_CoM,,,RIGHT_UPPER_ARM_CoM,,,RIGHT_LOWER_ARM_CoM,,,LEFT_UPPER_ARM_CoM,,,LEFT_LOWER_ARM_CoM,,,RIGHT_UPPER_LEG_CoM,,,RIGHT_LOWER_LEG_CoM,,,LEFT_UPPER_LEG_CoM,,,LEFT_LOWER_LEG_CoM,,,
x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,Neck,Torso,Right_Upper_Arm,Right_Lower_Arm,Left_Upper_Arm,Left_Lower_Arm,Right_Upper_Leg,Right_Lower_Leg,Left_Upper_Leg,Left_Lower_Leg,Energy Expended This Frame,Total Energy Expended,
0.159584,0.0695999,1.80206,0.166267,0.139058,1.82357,0.184368,0.495835,1.82541,0.216053,0.685051,1.7621,-0.00645809,0.394031,1.85351,-0.129734,0.168391,1.89832,-0.212162,-0.0355119,1.9008,-0.218174,-0.102371,1.88454,0.346137,0.357334,1.81553,0.394532,0.106343,1.76178,0.416461,-0.100052,1.68617,0.397586,-0.153019,1.63924,0.0759124,-0.0048324,1.79635,0.0238511,-0.405424,1.79021,0.000866266,-0.679516,1.79622,-0.00592445,-0.719088,1.69675,0.234718,-0.0146121,1.79425,0.277727,-0.45681,1.85257,0.304169,-0.708975,1.88584,0.242652,-0.773469,1.90742,0.216227,0.637678,1.93725,0.159508,0.262221,1.68224,0.348114,0.217928,1.68134,0.340779,0.00264346,1.44883,-0.0640103,0.264339,1.76336,-0.143665,0.055836,1.59639,0.21822,-0.20075,1.55296,0.240905,-0.482635,1.5477,0.0424833,-0.174704,1.5273,0.010233,-0.449165,1.48478,1.12703e-006,4.50165e-006,2.38616e-007,3.75877e-008,2.5304e-007,1.87229e-007,5.03118e-007,1.0768e-007,4.35021e-007,4.7963e-008,7.43894e-006,0.000115693,
0.173032,0.0715633,1.81443,0.179978,0.140624,1.83661,0.201095,0.496068,1.83544,0.234779,0.685384,1.77192,0.0094067,0.395392,1.86309,-0.117229,0.170897,1.91144,-0.198422,-0.0311942,1.92501,-0.207586,-0.111694,1.90836,0.365873,0.356016,1.82766,0.405317,0.10449,1.76746,0.423291,-0.102664,1.69035,0.405052,-0.157893,1.64408,0.0882424,-0.00216973,1.80819,0.0316749,-0.411484,1.7968,0.00122573,-0.681179,1.79805,-0.00581595,-0.720059,1.69855,0.247422,-0.0135222,1.80762,0.280607,-0.456695,1.86433,0.305587,-0.714043,1.89409,0.242532,-0.778988,1.91337,0.235372,0.637984,1.94797,0.173501,0.263239,1.69263,0.362459,0.216438,1.68971,0.348181,0.00076734,1.45297,-0.0506766,0.266156,1.77403,-0.132637,0.0587029,1.61208,0.224856,-0.200237,1.56366,0.242684,-0.484685,1.55599,0.0510656,-0.17615,1.53515,0.0136209,-0.452362,1.48827,1.07146e-006,3.59453e-006,1.66442e-007,4.78106e-008,2.43903e-007,9.71359e-008,3.47527e-007,5.09424e-008,3.48608e-007,2.25505e-008,5.99092e-006,0.000121683,
0.184739,0.0734896,1.82603,0.192043,0.142308,1.84863,0.215784,0.496815,1.84454,0.254693,0.686093,1.78206,0.0274805,0.397936,1.8722,-0.106059,0.172684,1.92265,-0.188711,-0.0288675,1.93934,-0.196149,-0.118673,1.9248,0.380489,0.354036,1.83687,0.415666,0.103718,1.77398,0.431804,-0.104655,1.69725,0.414651,-0.163549,1.65261,0.100212,0.00111076,1.82087,0.0372901,-0.414731,1.80138,0.0018084,-0.682327,1.7994,-0.00542063,-0.72095,1.70015,0.25799,-0.0125198,1.8195,0.283069,-0.451565,1.87238,0.306648,-0.717618,1.9,0.242843,-0.782883,1.91392,0.254058,0.63877,1.95837,0.185743,0.264479,1.70223,0.374193,0.215144,1.6971,0.356107,-0.00039384,1.45861,-0.036932,0.268191,1.78358,-0.123862,0.0604317,1.62281,0.230405,-0.197626,1.57215,0.244143,-0.484042,1.56177,0.0585541,-0.176136,1.5425,0.0161868,-0.454182,1.49072,9.63601e-007,4.39434e-006,1.70037e-007,6.9365e-008,2.81323e-007,1.29671e-007,3.41592e-007,3.93925e-008,2.94194e-007,1.47788e-008,6.6983e-006,0.000128382,
0.195885,0.0751974,1.83794,0.203903,0.143874,1.86091,0.233998,0.49781,1.85531,0.268926,0.686893,1.79015,0.0422338,0.400028,1.87953,-0.0894365,0.174381,1.93736,-0.175892,-0.0273956,1.94907,-0.17322,-0.110822,1.93778,0.394888,0.351648,1.8458,0.426122,0.103357,1.78153,0.442562,-0.106558,1.70797,0.427133,-0.170118,1.66678,0.110535,0.00412524,1.83304,0.0423821,-0.414266,1.8054,0.00266344,-0.683131,1.80041,-0.0046775,-0.72173,1.70151,0.268018,-0.0120689,1.83179,0.285854,-0.443335,1.87894,0.307352,-0.720213,1.90431,0.243739,-0.785767,1.9128,0.271579,0.63974,1.96855,0.199358,0.265732,1.71275,0.385875,0.213852,1.70485,0.365021,-0.00134505,1.46629,-0.0221853,0.269972,1.79394,-0.111491,0.0617632,1.63308,0.235861,-0.193929,1.58018,0.245587,-0.481709,1.56627,0.0651181,-0.174654,1.54939,0.0186489,-0.454322,1.4928,1.18551e-006,5.28662e-006,1.35145e-007,5.55117e-008,1.89689e-007,1.28945e-007,2.95699e-007,4.10602e-008,2.57721e-007,1.1949e-008,7.58785e-006,0.00013597,
0.205861,0.0767114,1.8495,0.21531,0.145284,1.87315,0.256627,0.498905,1.86814,0.28236,0.687597,1.79814,0.0553688,0.401977,1.88643,-0.0768694,0.174836,1.94875,-0.156459,-0.0291057,1.95869,-0.152647,-0.104544,1.94612,0.407355,0.348294,1.85331,0.435568,0.102867,1.78879,0.451655,-0.108273,1.71753,0.436799,-0.176107,1.678,0.119276,0.00692373,1.84523,0.0464798,-0.411034,1.80894,0.00349631,-0.683795,1.80115,-0.00393128,-0.722506,1.70264,0.276203,-0.0118874,1.84259,0.288721,-0.43393,1.88548,0.308024,-0.722031,1.90772,0.284449,-0.769152,1.8418,0.291053,0.640711,1.97979,0.214479,0.266942,1.72406,0.396174,0.212046,1.71179,0.372811,-0.00227125,1.47336,-0.0101053,0.271102,1.80253,-0.0980445,0.061236,1.6419,0.240567,-0.189847,1.58756,0.247053,-0.478568,1.57038,0.0705856,-0.172086,1.55609,0.0206901,-0.453259,1.49457,5.90024e-007,2.30675e-006,7.9686e-008,5.94016e-008,1.51132e-007,8.91529e-008,2.69024e-007,3.63646e-008,2.54121e-007,8.2932e-009,3.84395e-006,0.000139814,
0.213903,0.0782894,1.86072,0.224098,0.146669,1.88369,0.268236,0.499264,1.87527,0.294287,0.686057,1.80859,0.0677392,0.404492,1.89398,-0.0664662,0.174636,1.95773,-0.140161,-0.0313395,1.96688,-0.135189,-0.098508,1.95386,0.415048,0.346444,1.85808,0.444554,0.102637,1.79577,0.461615,-0.109766,1.72826,0.449651,-0.184926,1.6922,0.127249,0.0102312,1.85917,0.0490739,-0.406897,1.81159,0.00421259,-0.684315,1.80167,-0.00341147,-0.723233,1.70357,0.282789,-0.0111961,1.85339,0.291309,-0.425898,1.89223,0.308753,-0.723138,1.91049,0.304056,-0.762792,1.81319,0.303762,0.640073,1.98929,0.223592,0.26784,1.73256,0.404013,0.211068,1.71731,0.380772,-0.00299587,1.4808,0.00059832,0.27219,1.8103,-0.0868248,0.060213,1.64912,0.244474,-0.186132,1.59503,0.248426,-0.475701,1.57433,0.0750854,-0.168916,1.56316,0.0220606,-0.451762,1.49589,6.33323e-007,2.04928e-006,5.1375e-008,4.72692e-008,1.61795e-007,9.32758e-008,2.61595e-007,4.25886e-008,1.82216e-007,1.0439e-008,3.53315e-006,0.000143347,
0.220197,0.0796771,1.87125,0.231378,0.147973,1.8937,0.279247,0.500077,1.8832,0.305342,0.682807,1.82152,0.0773783,0.406548,1.90097,-0.0528823,0.174254,1.96839,-0.125995,-0.0326333,1.97319,-0.125267,-0.0979752,1.95897,0.420921,0.344904,1.86184,0.451928,0.10259,1.80166,0.471345,-0.111222,1.73795,0.459965,-0.192216,1.70308,0.132861,0.0125987,1.87114,0.0501887,-0.400792,1.81376,0.00484628,-0.684615,1.80199,-0.00303125,-0.723734,1.70425,0.287794,-0.0101785,1.86345,0.293577,-0.418287,1.90028,0.309605,-0.723791,1.91327,0.311979,-0.760505,1.80214,0.315678,0.638757,2.00055,0.231617,0.268861,1.74113,0.410239,0.210322,1.72184,0.38796,-0.00362723,1.48734,0.0115131,0.272977,1.8186,-0.0751643,0.0595089,1.65625,0.247571,-0.182458,1.60275,0.249717,-0.472821,1.57881,0.0779499,-0.165308,1.56918,0.0227845,-0.449358,1.49692,4.6966e-007,1.8562e-006,3.84257e-008,4.21767e-008,1.05514e-007,5.20891e-008,2.55872e-007,3.65871e-008,1.321e-007,8.49659e-009,2.99712e-006,0.000146344,
0.225731,0.0806452,1.88201,0.23793,0.148947,1.90377,0.288799,0.500807,1.89126,0.313267,0.678374,1.83267,0.0859488,0.407865,1.90798,-0.0433556,0.173164,1.97652,-0.115219,-0.0345315,1.97815,-0.117388,-0.098977,1.96336,0.425652,0.343222,1.86499,0.458686,0.102645,1.80675,0.481296,-0.11364,1.74682,0.470547,-0.198278,1.71415,0.137351,0.0142117,1.88212,0.0502827,-0.395112,1.81526,0.00571919,-0.68466,1.802,-0.00271039,-0.724066,1.70471,0.292492,-0.00893176,1.87475,0.295445,-0.412566,1.90778,0.310527,-0.724201,1.91647,0.316824,-0.759477,1.79783,0.325116,0.636757,2.01092,0.238614,0.269648,1.74986,0.415639,0.209557,1.72572,0.394981,-0.00461986,1.49321,0.0200188,0.273084,1.82572,-0.0666332,0.0582536,1.66175,0.250367,-0.179491,1.61076,0.250872,-0.470622,1.58324,0.0799021,-0.162203,1.5745,0.0231848,-0.447026,1.49755,3.76476e-007,1.28084e-006,3.48618e-008,4.2068e-008,6.80571e-008,2.48665e-008,2.2581e-007,3.36913e-008,1.09623e-007,1.12059e-008,2.2075e-006,0.000148551,
0.229897,0.0815691,1.89213,0.242878,0.149938,1.91274,0.295561,0.501635,1.8979,0.32062,0.674458,1.84455,0.0927985,0.409513,1.9151,-0.0365973,0.17248,1.98255,-0.107855,-0.0357458,1.98104,-0.111596,-0.100115,1.96653,0.429293,0.341773,1.86796,0.465799,0.102733,1.81194,0.491332,-0.116388,1.75495,0.480617,-0.202681,1.72355,0.1408,0.0158401,1.89273,0.0497272,-0.38994,1.81633,0.00896159,-0.683607,1.80132,-0.00170249,-0.724167,1.70509,0.295949,-0.00769878,1.88567,0.296999,-0.407753,1.91507,0.311298,-0.724477,1.9198,0.321396,-0.785516,1.84983,0.332738,0.635091,2.02092,0.243681,0.270461,1.75763,0.420693,0.208918,1.72955,0.402186,-0.00573774,1.49881,0.0264146,0.273537,1.8319,-0.0606988,0.0574556,1.6655,0.252501,-0.176916,1.61851,0.251835,-0.468743,1.58763,0.0811342,-0.159307,1.57947,0.0242971,-0.444448,1.49771,2.43085e-007,9.57307e-007,3.76105e-008,3.49995e-008,4.82237e-008,1.66258e-008,2.03958e-007,2.80149e-008,8.79429e-008,1.92606e-008,1.67703e-006,0.000150228,
0.232712,0.0820994,1.90205,0.24621,0.150725,1.92104,0.299923,0.502636,1.90372,0.325974,0.671411,1.85478,0.0982993,0.410849,1.92124,-0.03046,0.172564,1.98722,-0.102223,-0.0359899,1.98348,-0.106647,-0.100609,1.96913,0.432278,0.340188,1.87147,0.473568,0.102712,1.81739,0.499576,-0.118315,1.76124,0.490528,-0.205876,1.7317,0.143232,0.0172063,1.90284,0.0491333,-0.385934,1.81721,0.0160056,-0.681545,1.80136,0.00143879,-0.723893,1.70599,0.298299,-0.00683211,1.897,0.298146,-0.404098,1.9217,0.311939,-0.724542,1.92313,0.320167,-0.784787,1.85297,0.337984,0.633985,2.02959,0.247009,0.271171,1.76493,0.425748,0.208163,1.73376,0.408915,-0.00655635,1.50374,0.0318845,0.274204,1.83698,-0.0557532,0.0573884,1.66849,0.25399,-0.17499,1.62615,0.252575,-0.467257,1.59176,0.0819167,-0.157019,1.58415,0.0269675,-0.441936,1.49809,2.7811e-007,8.36074e-007,3.76378e-008,3.60892e-008,2.9043e-008,8.37373e-009,1.71827e-007,2.54583e-008,8.52523e-008,4.32491e-007,1.94036e-006,0.000152169,
0.233957,0.0824198,1.91159,0.247972,0.151301,1.92892,0.302922,0.503423,1.9098,0.330882,0.668811,1.86718,0.102613,0.412092,1.92671,-0.026186,0.172904,1.99053,-0.0982121,-0.0359328,1.98532,-0.103505,-0.1007,1.97083,0.434939,0.338483,1.87679,0.480484,0.102551,1.82223,0.509071,-0.11855,1.76826,0.502593,-0.207075,1.7401,0.144275,0.0184997,1.91254,0.0490659,-0.382356,1.81863,0.0486263,-0.692094,1.82586,0.0257929,-0.732791,1.72557,0.298852,-0.00636052,1.90757,0.299244,-0.401917,1.92813,0.312334,-0.724631,1.9266,0.321523,-0.794093,1.87449,0.342254,0.633006,2.03957,0.248978,0.271684,1.77217,0.430249,0.207286,1.73854,0.415811,-0.00672313,1.50873,0.0359209,0.274948,1.8411,-0.0522721,0.0575554,1.67065,0.254693,-0.173861,1.6334,0.253193,-0.466391,1.59586,0.0823322,-0.154945,1.58888,0.0404446,-0.444822,1.50882,3.11308e-007,9.75772e-007,5.15992e-008,3.43165e-008,1.88855e-008,4.95539e-009,1.68425e-007,2.77952e-008,1.12677e-007,2.67037e-007,1.97277e-006,0.000154142,
0.234028,0.0825,1.92106,0.248618,0.151609,1.93696,0.305929,0.503913,1.91758,0.334525,0.666553,1.87962,0.105672,0.412951,1.93136,-0.023068,0.173643,1.99356,-0.0952729,-0.035573,1.98659,-0.101296,-0.100692,1.97206,0.437305,0.336154,1.88398,0.487938,0.102225,1.82804,0.51709,-0.117829,1.77474,0.512953,-0.206734,1.74696,0.143968,0.0194778,1.92193,0.0504301,-0.379217,1.82259,0.0695299,-0.700199,1.84596,0.0439725,-0.739827,1.74237,0.298109,-0.00633051,1.91783,0.300333,-0.401309,1.93498,0.312643,-0.724993,1.93036,0.321954,-0.799362,1.88677,0.345845,0.632052,2.05049,0.250405,0.271949,1.78017,0.434864,0.206038,1.74465,0.422312,-0.00655709,1.51389,0.0388239,0.275699,1.84471,-0.0497268,0.058017,1.67246,0.25484,-0.173589,1.64068,0.253772,-0.466289,1.60025,0.0827824,-0.153192,1.59457,0.0496635,-0.446878,1.51878,5.0136e-007,1.06873e-006,5.7879e-008,3.44516e-008,1.38379e-008,2.75547e-009,1.41628e-007,2.84433e-008,2.10452e-007,6.20015e-007,2.67955e-006,0.000156821,
0.233693,0.0827665,1.92904,0.24837,0.1521,1.94458,0.306256,0.505448,1.92786,0.338119,0.666228,1.89613,0.107839,0.41355,1.93579,-0.0210472,0.174557,1.99642,-0.0934965,-0.0349069,1.98752,-0.0997352,-0.10054,1.97286,0.4392,0.334144,1.89301,0.494032,0.102168,1.83441,0.52487,-0.116516,1.78243,0.523625,-0.202969,1.75438,0.143659,0.0202698,1.92895,0.0550924,-0.377965,1.83409,0.089922,-0.707698,1.87788,0.0730343,-0.749711,1.78039,0.297346,-0.0061345,1.92624,0.301427,-0.402266,1.94225,0.312787,-0.725361,1.93375,0.322332,-0.802713,1.89495,0.347962,0.632705,2.06495,0.250402,0.272785,1.78864,0.438619,0.205066,1.75189,0.428142,-0.00602903,1.51979,0.0407921,0.27641,1.84814,-0.0481313,0.0586811,1.67405,0.254981,-0.173913,1.64736,0.254284,-0.466837,1.60467,0.0846364,-0.152321,1.60245,0.0600359,-0.449465,1.53676,3.82198e-007,9.29755e-007,1.05478e-007,4.07804e-008,1.3841e-008,1.66755e-009,1.32078e-007,3.3536e-008,6.27258e-007,8.00592e-007,3.06718e-006,0.000159888,
0.233271,0.083252,1.93572,0.247746,0.15281,1.9516,0.30572,0.50729,1.9381,0.339646,0.666682,1.90942,0.109048,0.41442,1.9409,-0.0203213,0.175536,1.99943,-0.0933733,-0.0337551,1.98822,-0.0995448,-0.100071,1.9732,0.440469,0.332975,1.90556,0.500179,0.103682,1.84425,0.530737,-0.113789,1.78995,0.530817,-0.199551,1.75964,0.143322,0.020928,1.93428,0.0646706,-0.384895,1.85986,0.102085,-0.715489,1.90315,0.0940788,-0.760434,1.8143,0.296781,-0.00573095,1.93315,0.302292,-0.405327,1.95027,0.312909,-0.725763,1.93692,0.322532,-0.804825,1.90028,0.348497,0.633945,2.07766,0.249957,0.273864,1.79649,0.442105,0.205229,1.76241,0.433191,-0.0042468,1.52709,0.0417013,0.277279,1.85195,-0.0477745,0.0595763,1.67561,0.25511,-0.175045,1.65371,0.254693,-0.468271,1.6093,0.0885715,-0.154992,1.6157,0.0690368,-0.455559,1.55789,4.39601e-007,1.29579e-006,1.79984e-007,9.15161e-008,1.82424e-008,8.94053e-009,1.00104e-007,2.65087e-008,7.80357e-007,1.51115e-006,4.4522e-006,0.00016434,
0.232581,0.0840816,1.94231,0.246539,0.153865,1.95952,0.303992,0.5096,1.95132,0.339232,0.668016,1.92122,0.108726,0.415363,1.94722,-0.0211308,0.17675,2.00261,-0.100004,-0.029871,1.98954,-0.103774,-0.0977496,1.97307,0.441584,0.332931,1.92043,0.505833,0.108239,1.8591,0.537783,-0.10738,1.80265,0.536736,-0.195137,1.7652,0.142687,0.0215776,1.93915,0.0753608,-0.395123,1.88913,0.119476,-0.725889,1.94464,0.116928,-0.770987,1.85631,0.296273,-0.00525465,1.93925,0.303039,-0.408451,1.95709,0.31294,-0.726029,1.93994,0.322584,-0.806213,1.90411,0.347341,0.635913,2.09117,0.248836,0.27532,1.80567,0.445286,0.20735,1.77638,0.438527,0.000360889,1.53867,0.0411696,0.278293,1.85642,-0.050901,0.0617185,1.6775,0.255211,-0.176172,1.65922,0.255015,-0.469674,1.61337,0.0928535,-0.159071,1.63024,0.0806624,-0.464099,1.58718,6.42545e-007,1.51727e-006,2.32563e-007,9.82474e-008,2.67359e-008,2.38861e-008,1.00356e-007,2.85589e-008,1.05656e-006,1.13952e-006,4.86625e-006,0.000169207,
0.231769,0.0847911,1.94864,0.245003,0.154707,1.96824,0.302179,0.512022,1.96646,0.336919,0.671391,1.93593,0.10703,0.415587,1.95386,-0.025372,0.17802,2.00614,-0.110768,-0.0261246,1.99062,-0.111563,-0.0881329,1.97186,0.442119,0.333574,1.93626,0.509417,0.112905,1.87765,0.542464,-0.10141,1.8147,0.541359,-0.1899,1.77128,0.141855,0.0219969,1.9436,0.0871125,-0.407994,1.92424,0.128597,-0.736516,1.97038,0.129041,-0.780808,1.88057,0.295807,-0.00498508,1.94488,0.303769,-0.412774,1.96404,0.313029,-0.726258,1.9428,0.322611,-0.807174,1.907,0.345113,0.639043,2.10729,0.247618,0.276772,1.81563,0.447222,0.209845,1.79254,0.442001,0.00483029,1.55152,0.0383791,0.278995,1.8612,-0.0572062,0.0638263,1.67944,0.255323,-0.177899,1.66458,0.255354,-0.471559,1.61743,0.0975034,-0.164373,1.64708,0.0893039,-0.473827,1.61237,6.53646e-007,1.53066e-006,2.61237e-007,1.00132e-007,6.82564e-008,4.01714e-008,1.09758e-007,2.89902e-008,2.01901e-006,2.87599e-006,7.68786e-006,0.000176895,
0.230636,0.085724,1.955,0.242691,0.155677,1.97765,0.297288,0.513867,1.98103,0.332808,0.674908,1.95048,0.102066,0.414731,1.96234,-0.0344801,0.178198,2.01038,-0.12254,-0.0246394,1.99065,-0.119887,-0.0839861,1.96994,0.441718,0.335523,1.95414,0.509524,0.117827,1.89625,0.54537,-0.0948309,1.82768,0.544808,-0.182958,1.77951,0.140877,0.0222673,1.94752,0.105114,-0.439187,1.96795,0.141343,-0.761824,2.01442,0.141382,-0.797557,1.91125,0.295345,-0.0046108,1.95102,0.304604,-0.418295,1.97072,0.313116,-0.726517,1.94534,0.322659,-0.80785,1.90914,0.340252,0.641938,2.12301,0.244825,0.27806,1.82534,0.447084,0.213074,1.80969,0.443266,0.00966309,1.56479,0.0317654,0.278677,1.86718,-0.0659798,0.0645255,1.68123,0.255483,-0.18009,1.67004,0.255736,-0.473952,1.62125,0.104753,-0.177541,1.66736,0.102033,-0.497219,1.6487,8.17829e-007,1.33536e-006,3.00119e-007,1.27962e-007,6.24237e-008,3.72153e-008,3.91219e-007,1.37447e-007,6.91356e-007,7.4872e-007,4.64965e-006,0.000181544,
0.229348,0.0866201,1.96128,0.239887,0.156475,1.98708,0.290399,0.515104,1.99344,0.323445,0.6802,1.96793,0.0961185,0.413006,1.97025,-0.0431384,0.178167,2.0131,-0.134301,-0.0233378,1.99008,-0.132258,-0.0839481,1.9669,0.440127,0.338589,1.97202,0.505572,0.122809,1.91694,0.546392,-0.0876648,1.84302,0.546866,-0.168028,1.79872,0.139856,0.0223059,1.95116,0.115285,-0.455462,1.99357,0.14623,-0.772868,2.03472,0.148184,-0.806976,1.92908,0.295057,-0.00417317,1.95796,0.306964,-0.438119,1.98114,0.313136,-0.726745,1.9475,0.322808,-0.808299,1.91083,0.331476,0.645464,2.13914,0.241033,0.279049,1.834,0.444478,0.216857,1.82781,0.442035,0.0147677,1.57994,0.0249007,0.277851,1.87217,-0.0745602,0.0650591,1.68214,0.256365,-0.188346,1.67742,0.256721,-0.482254,1.62645,0.10865,-0.184455,1.67982,0.108267,-0.508528,1.66771,1.44444e-006,2.39768e-006,3.93942e-007,1.45106e-007,1.32145e-007,3.63413e-008,1.0803e-007,2.05416e-008,3.49497e-007,3.20126e-007,5.34785e-006,0.000186892,
0.227549,0.0877875,1.96917,0.235857,0.157453,1.99901,0.278462,0.517379,2.00909,0.306049,0.686927,1.98655,0.0833874,0.408515,1.98212,-0.0525527,0.177997,2.01483,-0.145203,-0.0224664,1.98809,-0.145065,-0.0859779,1.96387,0.434722,0.344854,1.99476,0.499436,0.126569,1.93716,0.545295,-0.0815174,1.86153,0.547376,-0.158154,1.81372,0.13839,0.0219299,1.95622,0.121184,-0.463838,2.01114,0.148239,-0.779593,2.04919,0.151835,-0.816286,1.94791,0.294976,-0.00334685,1.96591,0.307851,-0.444785,1.98556,0.313161,-0.726934,1.94913,0.322973,-0.808589,1.9121,0.315636,0.650325,2.15765,0.234663,0.280646,1.84492,0.439054,0.221569,1.848,0.438996,0.0189306,1.59621,0.0144923,0.275661,1.87857,-0.0830969,0.0653538,1.68203,0.256708,-0.190833,1.6827,0.257099,-0.485092,1.62896,0.110537,-0.188182,1.68946,0.111541,-0.51478,1.68098,1.88938e-006,2.74039e-006,4.12927e-007,2.13241e-007,1.40252e-007,3.73037e-008,7.94671e-008,6.4306e-009,1.99848e-007,1.43794e-007,5.86304e-006,0.000192755,
0.224953,0.0891722,1.97791,0.230615,0.158648,2.01167,0.263524,0.520534,2.02349,0.281411,0.695307,2.00485,0.06971,0.4044,1.99323,-0.0628323,0.176761,2.01545,-0.155216,-0.0230126,1.98442,-0.158952,-0.0945613,1.95897,0.425297,0.35203,2.0144,0.48974,0.133297,1.95776,0.539971,-0.0725403,1.88512,0.543127,-0.143957,1.83747,0.136567,0.021314,1.96223,0.12445,-0.468135,2.02306,0.148452,-0.784125,2.05967,0.153291,-0.822122,1.96044,0.29445,-0.00168303,1.97501,0.308326,-0.44821,1.9881,0.313194,-0.727071,1.95028,0.323055,-0.808803,1.91303,0.294264,0.656554,2.1753,0.226531,0.282751,1.85565,0.430067,0.228104,1.86692,0.432685,0.0255301,1.61478,0.00323254,0.273145,1.88408,-0.0916239,0.0646051,1.68075,0.256686,-0.191582,1.68765,0.257309,-0.486566,1.63049,0.111151,-0.190274,1.6971,0.112982,-0.518436,1.69025,1.49726e-006,3.17707e-006,3.6869e-007,1.66681e-007,1.73199e-007,2.39373e-008,8.06873e-008,2.51417e-010,1.47346e-007,6.13481e-008,5.69647e-006,0.000198452,
0.2214,0.0922112,1.98851,0.224427,0.161569,2.02557,0.248189,0.525386,2.037,0.259195,0.702561,2.01658,0.0519996,0.401865,2.00633,-0.0719544,0.175067,2.01562,-0.161981,-0.0244439,1.98109,-0.168359,-0.10446,1.95384,0.413084,0.362787,2.03289,0.481241,0.138707,1.9747,0.533954,-0.0660007,1.90745,0.537826,-0.128008,1.86691,0.134366,0.0211345,1.96965,0.125872,-0.469031,2.0316,0.1478,-0.786774,2.0666,0.154145,-0.825587,1.9683,0.293463,0.00257115,1.98631,0.308788,-0.448506,1.98795,0.313576,-0.727249,1.95073,0.285575,-0.79895,1.91985,0.273987,0.663092,2.18893,0.217772,0.286411,1.86683,0.420333,0.235702,1.88357,0.426585,0.0305511,1.63128,-0.00937874,0.271158,1.89031,-0.0982995,0.0632919,1.67941,0.256463,-0.189897,1.6924,0.257659,-0.486763,1.63062,0.11082,-0.190732,1.70389,0.1133,-0.519903,1.69666,2.62023e-006,3.55184e-006,4.44528e-007,1.42018e-007,1.51601e-007,2.01342e-008,1.51952e-007,7.59316e-008,1.32254e-007,2.75137e-008,7.318e-006,0.00020577,
0.217308,0.0954757,1.99907,0.217854,0.164443,2.03851,0.229228,0.529326,2.04958,0.221146,0.708138,2.02633,0.0348636,0.399703,2.01797,-0.0804443,0.173036,2.01518,-0.167346,-0.0267636,1.97727,-0.173826,-0.112609,1.94886,0.396126,0.376989,2.04913,0.470868,0.143351,1.99372,0.528012,-0.0606833,1.92379,0.530811,-0.118694,1.8849,0.131942,0.0211303,1.97827,0.124781,-0.46498,2.03717,0.145904,-0.787901,2.07082,0.153999,-0.827757,1.97362,0.291915,0.00768411,1.99765,0.310284,-0.437356,1.97668,0.315346,-0.727247,1.94869,0.273336,-0.796119,1.92158,0.243202,0.668231,2.20099,0.207081,0.289752,1.87756,0.407488,0.24456,1.90014,0.41973,0.0347368,1.64614,-0.0214229,0.269187,1.89558,-0.104121,0.0614637,1.67763,0.256441,-0.182971,1.69243,0.259011,-0.482146,1.6251,0.109323,-0.189009,1.70994,0.112064,-0.518693,1.70071,1.3161e-006,2.24036e-006,2.52098e-007,1.18141e-007,1.34637e-007,2.61462e-008,3.51714e-007,2.82479e-007,1.39795e-007,2.96849e-008,4.89115e-006,0.000210661,
